date,cases
04/02/2014,371
04/03/2014,388
04/04/2014,374
04/05/2014,350
04/06/2014,365
04/07/2014,394
04/08/2014,390
04/09/2014,356
04/10/2014,401
04/11/2014,387
04/12/2014,347
04/13/2014,348
04/14/2014,412
04/15/2014,399
04/16/2014,383
04/17/2014,380
04/18/2014,354
04/19/2014,371
04/20/2014,362
04/21/2014,443
04/22/2014,395
04/23/2014,378
04/24/2014,361
04/25/2014,372
04/26/2014,346
04/27/2014,352
04/28/2014,422
04/29/2014,379
04/30/2014,361
05/01/2014,380
05/02/2014,407
05/03/2014,366
05/04/2014,390
05/05/2014,441
05/06/2014,422
05/07/2014,340
05/08/2014,392
05/09/2014,364
05/10/2014,347
05/11/2014,375
05/12/2014,434
05/13/2014,362
05/14/2014,426
05/15/2014,359
05/16/2014,382
05/17/2014,339
05/18/2014,343
05/19/2014,442
05/20/2014,382
05/21/2014,350
05/22/2014,384
05/23/2014,343
05/24/2014,380
05/25/2014,361
05/26/2014,461
05/27/2014,397
05/28/2014,363
05/29/2014,370
05/30/2014,381
05/31/2014,324
06/01/2014,379
06/02/2014,461
06/03/2014,432
06/04/2014,416
06/05/2014,379
06/06/2014,370
06/07/2014,408
06/08/2014,384
06/09/2014,475
06/10/2014,403
06/11/2014,398
06/12/2014,399
06/13/2014,440
06/14/2014,376
06/15/2014,380
06/16/2014,474
06/17/2014,419
06/18/2014,380
06/19/2014,388
06/20/2014,379
06/21/2014,367
06/22/2014,364
06/23/2014,439
06/24/2014,380
06/25/2014,388
06/26/2014,383
06/27/2014,383
06/28/2014,396
06/29/2014,397
06/30/2014,419
07/01/2014,404
07/02/2014,380
07/03/2014,403
07/04/2014,369
07/05/2014,381
07/06/2014,384
07/07/2014,422
07/08/2014,412
07/09/2014,364
07/10/2014,420
07/11/2014,402
07/12/2014,355
07/13/2014,395
07/14/2014,449
07/15/2014,398
07/16/2014,367
07/17/2014,377
07/18/2014,377
07/19/2014,351
07/20/2014,396
07/21/2014,433
07/22/2014,371
07/23/2014,391
07/24/2014,372
07/25/2014,370
07/26/2014,373
07/27/2014,301
07/28/2014,409
07/29/2014,421
07/30/2014,385
07/31/2014,360
08/01/2014,377
08/02/2014,364
08/03/2014,344
08/04/2014,449
08/05/2014,330
08/06/2014,421
08/07/2014,354
08/08/2014,370
08/09/2014,341
08/10/2014,372
08/11/2014,442
08/12/2014,362
08/13/2014,371
08/14/2014,370
08/15/2014,356
08/16/2014,364
08/17/2014,357
08/18/2014,434
08/19/2014,389
08/20/2014,360
08/21/2014,362
08/22/2014,378
08/23/2014,315
08/24/2014,344
08/25/2014,377
08/26/2014,372
08/27/2014,376
08/28/2014,358
08/29/2014,340
08/30/2014,339
08/31/2014,360
09/01/2014,433
09/02/2014,372
09/03/2014,351
09/04/2014,347
09/05/2014,357
09/06/2014,334
09/07/2014,380
09/08/2014,423
09/09/2014,398
09/10/2014,373
09/11/2014,377
09/12/2014,366
09/13/2014,335
09/14/2014,359
09/15/2014,415
09/16/2014,396
09/17/2014,379
09/18/2014,388
09/19/2014,369
09/20/2014,337
09/21/2014,410
09/22/2014,416
09/23/2014,328
09/24/2014,357
09/25/2014,313
09/26/2014,345
09/27/2014,382
09/28/2014,341
09/29/2014,416
09/30/2014,367
10/01/2014,340
10/02/2014,351
10/03/2014,354
10/04/2014,327
10/05/2014,326
10/06/2014,419
10/07/2014,364
10/08/2014,345
10/09/2014,369
10/10/2014,376
10/11/2014,364
10/12/2014,349
10/13/2014,416
10/14/2014,367
10/15/2014,323
10/16/2014,334
10/17/2014,360
10/18/2014,327
10/19/2014,330
10/20/2014,388
10/21/2014,374
10/22/2014,291
10/23/2014,384
10/24/2014,339
10/25/2014,342
10/26/2014,330
10/27/2014,396
10/28/2014,367
10/29/2014,367
10/30/2014,350
10/31/2014,371
11/01/2014,349
11/02/2014,355
11/03/2014,384
11/04/2014,378
11/05/2014,339
11/06/2014,330
11/07/2014,364
11/08/2014,338
11/09/2014,349
11/10/2014,422
11/11/2014,385
11/12/2014,312
11/13/2014,307
11/14/2014,345
11/15/2014,350
11/16/2014,318
11/17/2014,407
11/18/2014,367
11/19/2014,374
11/20/2014,334
11/21/2014,360
11/22/2014,364
11/23/2014,336
11/24/2014,423
11/25/2014,376
11/26/2014,334
11/27/2014,376
11/28/2014,361
11/29/2014,335
11/30/2014,308
12/01/2014,406
12/02/2014,364
12/03/2014,344
12/04/2014,371
12/05/2014,347
12/06/2014,351
12/07/2014,358
12/08/2014,396
12/09/2014,360
12/10/2014,338
12/11/2014,339
12/12/2014,313
12/13/2014,336
12/14/2014,354
12/15/2014,417
12/16/2014,385
12/17/2014,329
12/18/2014,371
12/19/2014,321
12/20/2014,356
12/21/2014,309
12/22/2014,399
12/23/2014,377
12/24/2014,319
12/25/2014,338
12/26/2014,392
12/27/2014,349
12/28/2014,355
12/29/2014,424
12/30/2014,393
12/31/2014,364
01/01/2015,389
01/02/2015,412
01/03/2015,339
01/04/2015,363
01/05/2015,454
01/06/2015,353
01/07/2015,376
01/08/2015,366
01/09/2015,352
01/10/2015,339
01/11/2015,367
01/12/2015,428
01/13/2015,376
01/14/2015,353
01/15/2015,370
01/16/2015,384
01/17/2015,333
01/18/2015,362
01/19/2015,428
01/20/2015,395
01/21/2015,348
01/22/2015,383
01/23/2015,366
01/24/2015,375
01/25/2015,337
01/26/2015,422
01/27/2015,411
01/28/2015,373
01/29/2015,361
01/30/2015,372
01/31/2015,324
02/01/2015,340
02/02/2015,399
02/03/2015,360
02/04/2015,332
02/05/2015,342
02/06/2015,340
02/07/2015,332
02/08/2015,331
02/09/2015,433
02/10/2015,374
02/11/2015,367
02/12/2015,321
02/13/2015,353
02/14/2015,337
02/15/2015,344
02/16/2015,406
02/17/2015,354
02/18/2015,312
02/19/2015,352
02/20/2015,346
02/21/2015,424
02/22/2015,397
02/23/2015,464
02/24/2015,424
02/25/2015,399
02/26/2015,395
02/27/2015,371
02/28/2015,352
03/01/2015,383
03/02/2015,418
03/03/2015,384
03/04/2015,352
03/05/2015,346
03/06/2015,382
03/07/2015,343
03/08/2015,356
03/09/2015,420
03/10/2015,372
03/11/2015,356
03/12/2015,382
03/13/2015,349
03/14/2015,358
03/15/2015,366
03/16/2015,453
03/17/2015,393
03/18/2015,364
03/19/2015,363
03/20/2015,332
03/21/2015,360
03/22/2015,320
03/23/2015,419
03/24/2015,348
03/25/2015,378
03/26/2015,367
03/27/2015,348
03/28/2015,356
03/29/2015,328
03/30/2015,430
03/31/2015,399
04/01/2015,332
04/02/2015,352
04/03/2015,343
04/04/2015,401
04/05/2015,357
04/06/2015,442
04/07/2015,408
04/08/2015,374
04/09/2015,404
04/10/2015,399
04/11/2015,354
04/12/2015,359
04/13/2015,406
04/14/2015,387
04/15/2015,410
04/16/2015,368
04/17/2015,394
04/18/2015,369
04/19/2015,325
04/20/2015,442
04/21/2015,350
04/22/2015,365
04/23/2015,381
04/24/2015,367
04/25/2015,347
04/26/2015,341
04/27/2015,403
04/28/2015,401
04/29/2015,365
04/30/2015,367
05/01/2015,326
05/02/2015,377
05/03/2015,339
05/04/2015,418
05/05/2015,380
05/06/2015,386
05/07/2015,377
05/08/2015,403
05/09/2015,338
05/10/2015,344
05/11/2015,432
05/12/2015,391
05/13/2015,375
05/14/2015,376
05/15/2015,399
05/16/2015,387
05/17/2015,379
05/18/2015,451
05/19/2015,383
05/20/2015,373
05/21/2015,394
05/22/2015,383
05/23/2015,362
05/24/2015,370
05/25/2015,455
05/26/2015,408
05/27/2015,391
05/28/2015,409
05/29/2015,406
05/30/2015,386
05/31/2015,376
06/01/2015,427
06/02/2015,439
06/03/2015,411
06/04/2015,407
06/05/2015,400
06/06/2015,372
06/07/2015,383
06/08/2015,462
06/09/2015,424
06/10/2015,422
06/11/2015,399
06/12/2015,397
06/13/2015,387
06/14/2015,358
06/15/2015,447
06/16/2015,401
06/17/2015,394
06/18/2015,384
06/19/2015,378
06/20/2015,380
06/21/2015,394
06/22/2015,442
06/23/2015,397
06/24/2015,385
06/25/2015,368
06/26/2015,367
06/27/2015,346
06/28/2015,390
06/29/2015,468
06/30/2015,359
07/01/2015,389
07/02/2015,381
07/03/2015,387
07/04/2015,341
07/05/2015,380
07/06/2015,454
07/07/2015,392
07/08/2015,387
07/09/2015,353
07/10/2015,370
07/11/2015,374
07/12/2015,328
07/13/2015,432
07/14/2015,351
07/15/2015,359
07/16/2015,348
07/17/2015,338
07/18/2015,392
07/19/2015,371
07/20/2015,434
07/21/2015,430
07/22/2015,377
07/23/2015,354
07/24/2015,378
07/25/2015,407
07/26/2015,350
07/27/2015,421
07/28/2015,391
07/29/2015,375
07/30/2015,345
07/31/2015,386
08/01/2015,344
08/02/2015,345
08/03/2015,411
08/04/2015,387
08/05/2015,388
08/06/2015,359
08/07/2015,325
08/08/2015,386
08/09/2015,383
08/10/2015,489
08/11/2015,462
08/12/2015,402
08/13/2015,370
08/14/2015,395
08/15/2015,408
08/16/2015,372
08/17/2015,414
08/18/2015,387
08/19/2015,399
08/20/2015,373
08/21/2015,367
08/22/2015,345
08/23/2015,360
08/24/2015,433
08/25/2015,378
08/26/2015,380
08/27/2015,352
08/28/2015,357
08/29/2015,383
08/30/2015,359
08/31/2015,420
09/01/2015,363
09/02/2015,382
09/03/2015,351
09/04/2015,366
09/05/2015,360
09/06/2015,366
09/07/2015,413
09/08/2015,333
09/09/2015,316
09/10/2015,334
09/11/2015,305
09/12/2015,371
09/13/2015,367
09/14/2015,424
09/15/2015,347
09/16/2015,388
09/17/2015,396
09/18/2015,347
09/19/2015,391
09/20/2015,381
09/21/2015,406
09/22/2015,374
09/23/2015,343
09/24/2015,319
09/25/2015,364
09/26/2015,355
09/27/2015,371
09/28/2015,427
09/29/2015,376
09/30/2015,362
10/01/2015,351
10/02/2015,373
10/03/2015,358
10/04/2015,374
10/05/2015,425
10/06/2015,350
10/07/2015,343
10/08/2015,352
10/09/2015,339
10/10/2015,354
10/11/2015,340
10/12/2015,377
10/13/2015,343
10/14/2015,379
10/15/2015,339
10/16/2015,356
10/17/2015,318
10/18/2015,331
10/19/2015,425
10/20/2015,354
10/21/2015,338
10/22/2015,311
10/23/2015,346
10/24/2015,295
10/25/2015,304
10/26/2015,380
10/27/2015,337
10/28/2015,299
10/29/2015,330
10/30/2015,312
10/31/2015,315
11/01/2015,304
11/02/2015,378
11/03/2015,349
11/04/2015,328
11/05/2015,333
11/06/2015,303
11/07/2015,316
11/08/2015,313
11/09/2015,374
11/10/2015,341
11/11/2015,364
11/12/2015,335
11/13/2015,325
11/14/2015,375
11/15/2015,318
11/16/2015,375
11/17/2015,353
11/18/2015,356
11/19/2015,314
11/20/2015,333
11/21/2015,323
11/22/2015,356
11/23/2015,390
11/24/2015,385
11/25/2015,360
11/26/2015,357
11/27/2015,332
11/28/2015,336
11/29/2015,346
11/30/2015,400
12/01/2015,359
12/02/2015,346
12/03/2015,337
12/04/2015,338
12/05/2015,361
12/06/2015,347
12/07/2015,396
12/08/2015,374
12/09/2015,361
12/10/2015,350
12/11/2015,347
12/12/2015,313
12/13/2015,336
12/14/2015,412
12/15/2015,358
12/16/2015,354
12/17/2015,337
12/18/2015,334
12/19/2015,336
12/20/2015,329
12/21/2015,396
12/22/2015,341
12/23/2015,343
12/24/2015,345
12/25/2015,333
12/26/2015,359
12/27/2015,368
12/28/2015,434
12/29/2015,373
12/30/2015,387
12/31/2015,326
01/01/2016,322
01/02/2016,393
01/03/2016,373
01/04/2016,426
01/05/2016,357
01/06/2016,352
01/07/2016,416
01/08/2016,380
01/09/2016,362
01/10/2016,350
01/11/2016,424
01/12/2016,395
01/13/2016,375
01/14/2016,381
01/15/2016,364
01/16/2016,377
01/17/2016,371
01/18/2016,399
01/19/2016,370
01/20/2016,393
01/21/2016,357
01/22/2016,362
01/23/2016,334
01/24/2016,350
01/25/2016,441
01/26/2016,374
01/27/2016,359
01/28/2016,357
01/29/2016,333
01/30/2016,377
01/31/2016,341
02/01/2016,452
02/02/2016,373
02/03/2016,355
02/04/2016,359
02/05/2016,303
02/06/2016,296
02/07/2016,313
02/08/2016,321
02/09/2016,411
02/10/2016,436
02/11/2016,408
02/12/2016,365
02/13/2016,322
02/14/2016,367
02/15/2016,423
02/16/2016,408
02/17/2016,408
02/18/2016,368
02/19/2016,308
02/20/2016,359
02/21/2016,342
02/22/2016,425
02/23/2016,428
02/24/2016,383
02/25/2016,361
02/26/2016,384
02/27/2016,378
02/28/2016,349
02/29/2016,441
03/01/2016,379
03/02/2016,371
03/03/2016,374
03/04/2016,382
03/05/2016,338
03/06/2016,354
03/07/2016,431
03/08/2016,397
03/09/2016,385
03/10/2016,364
03/11/2016,376
03/12/2016,352
03/13/2016,348
03/14/2016,417
03/15/2016,358
03/16/2016,359
03/17/2016,354
03/18/2016,375
03/19/2016,346
03/20/2016,313
03/21/2016,391
03/22/2016,395
03/23/2016,364
03/24/2016,342
03/25/2016,316
03/26/2016,356
03/27/2016,374
03/28/2016,410
03/29/2016,381
03/30/2016,369
03/31/2016,375
04/01/2016,336
04/02/2016,324
04/03/2016,333
04/04/2016,388
04/05/2016,373
04/06/2016,371
04/07/2016,367
04/08/2016,364
04/09/2016,345
04/10/2016,337
04/11/2016,410
04/12/2016,326
04/13/2016,335
04/14/2016,363
04/15/2016,333
04/16/2016,341
04/17/2016,332
04/18/2016,413
04/19/2016,344
04/20/2016,353
04/21/2016,312
04/22/2016,355
04/23/2016,317
04/24/2016,338
04/25/2016,436
04/26/2016,351
04/27/2016,317
04/28/2016,350
04/29/2016,319
04/30/2016,325
05/01/2016,316
05/02/2016,377
05/03/2016,412
05/04/2016,376
05/05/2016,378
05/06/2016,390
05/07/2016,355
05/08/2016,326
05/09/2016,386
05/10/2016,371
05/11/2016,320
05/12/2016,356
05/13/2016,351
05/14/2016,341
05/15/2016,370
05/16/2016,413
05/17/2016,382
05/18/2016,334
05/19/2016,360
05/20/2016,355
05/21/2016,341
05/22/2016,343
05/23/2016,415
05/24/2016,367
05/25/2016,386
05/26/2016,355
05/27/2016,353
05/28/2016,320
05/29/2016,359
05/30/2016,410
05/31/2016,365
06/01/2016,362
06/02/2016,317
06/03/2016,348
06/04/2016,339
06/05/2016,343
06/06/2016,400
06/07/2016,363
06/08/2016,374
06/09/2016,328
06/10/2016,366
06/11/2016,366
06/12/2016,366
06/13/2016,398
06/14/2016,398
06/15/2016,350
06/16/2016,330
06/17/2016,338
06/18/2016,378
06/19/2016,327
06/20/2016,455
06/21/2016,377
06/22/2016,343
06/23/2016,352
06/24/2016,314
06/25/2016,339
06/26/2016,338
06/27/2016,393
06/28/2016,386
06/29/2016,347
06/30/2016,363
07/01/2016,366
07/02/2016,360
07/03/2016,364
07/04/2016,392
07/05/2016,315
07/06/2016,361
07/07/2016,382
07/08/2016,356
07/09/2016,303
07/10/2016,359
07/11/2016,432
07/12/2016,417
07/13/2016,373
07/14/2016,365
07/15/2016,363
07/16/2016,333
07/17/2016,343
07/18/2016,401
07/19/2016,395
07/20/2016,342
07/21/2016,337
07/22/2016,353
07/23/2016,344
07/24/2016,338
07/25/2016,406
07/26/2016,370
07/27/2016,374
07/28/2016,350
07/29/2016,350
07/30/2016,385
07/31/2016,328
08/01/2016,399
08/02/2016,380
08/03/2016,359
08/04/2016,375
08/05/2016,367
08/06/2016,338
08/07/2016,329
08/08/2016,416
08/09/2016,347
08/10/2016,416
08/11/2016,363
08/12/2016,380
08/13/2016,323
08/14/2016,350
08/15/2016,402
08/16/2016,386
08/17/2016,348
08/18/2016,333
08/19/2016,329
08/20/2016,341
08/21/2016,327
08/22/2016,420
08/23/2016,335
08/24/2016,339
08/25/2016,354
08/26/2016,314
08/27/2016,323
08/28/2016,334
08/29/2016,408
08/30/2016,356
08/31/2016,369
09/01/2016,352
09/02/2016,313
09/03/2016,362
09/04/2016,330
09/05/2016,395
09/06/2016,378
09/07/2016,331
09/08/2016,312
09/09/2016,349
09/10/2016,331
09/11/2016,326
09/12/2016,387
09/13/2016,385
09/14/2016,344
09/15/2016,325
09/16/2016,345
09/17/2016,349
09/18/2016,330
09/19/2016,403
09/20/2016,359
09/21/2016,370
09/22/2016,342
09/23/2016,337
09/24/2016,313
09/25/2016,335
09/26/2016,411
09/27/2016,346
09/28/2016,342
09/29/2016,330
09/30/2016,321
10/01/2016,308
10/02/2016,342
10/03/2016,372
10/04/2016,332
10/05/2016,322
10/06/2016,321
10/07/2016,303
10/08/2016,303
10/09/2016,306
10/10/2016,382
10/11/2016,365
10/12/2016,340
10/13/2016,348
10/14/2016,340
10/15/2016,325
10/16/2016,289
10/17/2016,386
10/18/2016,358
10/19/2016,339
10/20/2016,331
10/21/2016,314
10/22/2016,309
10/23/2016,328
10/24/2016,370
10/25/2016,292
10/26/2016,311
10/27/2016,313
10/28/2016,314
10/29/2016,308
10/30/2016,298
10/31/2016,386
11/01/2016,357
11/02/2016,332
11/03/2016,330
11/04/2016,327
11/05/2016,321
11/06/2016,359
11/07/2016,413
11/08/2016,359
11/09/2016,336
11/10/2016,349
11/11/2016,338
11/12/2016,317
11/13/2016,312
11/14/2016,387
11/15/2016,354
11/16/2016,346
11/17/2016,335
11/18/2016,370
11/19/2016,340
11/20/2016,317
11/21/2016,402
11/22/2016,374
11/23/2016,349
11/24/2016,361
11/25/2016,357
11/26/2016,318
11/27/2016,357
11/28/2016,401
11/29/2016,345
11/30/2016,331
12/01/2016,348
12/02/2016,340
12/03/2016,322
12/04/2016,362
12/05/2016,406
12/06/2016,384
12/07/2016,342
12/08/2016,357
12/09/2016,323
12/10/2016,356
12/11/2016,345
12/12/2016,418
12/13/2016,351
12/14/2016,348
12/15/2016,331
12/16/2016,343
12/17/2016,322
12/18/2016,358
12/19/2016,409
12/20/2016,336
12/21/2016,360
12/22/2016,321
12/23/2016,310
12/24/2016,297
12/25/2016,330
12/26/2016,355
12/27/2016,390
12/28/2016,335
12/29/2016,374
12/30/2016,350
12/31/2016,317
01/01/2017,369
01/02/2017,374
01/03/2017,398
01/04/2017,355
01/05/2017,355
01/06/2017,344
01/07/2017,331
01/08/2017,330
01/09/2017,409
01/10/2017,367
01/11/2017,333
01/12/2017,340
01/13/2017,341
01/14/2017,313
01/15/2017,301
01/16/2017,401
01/17/2017,374
01/18/2017,313
01/19/2017,304
01/20/2017,330
01/21/2017,286
01/22/2017,323
01/23/2017,371
01/24/2017,322
01/25/2017,333
01/26/2017,295
01/27/2017,305
01/28/2017,297
01/29/2017,339
01/30/2017,380
01/31/2017,420
02/01/2017,391
02/02/2017,336
02/03/2017,346
02/04/2017,334
02/05/2017,364
02/06/2017,457
02/07/2017,349
02/08/2017,326
02/09/2017,356
02/10/2017,333
02/11/2017,344
02/12/2017,310
02/13/2017,422
02/14/2017,367
02/15/2017,345
02/16/2017,351
02/17/2017,373
02/18/2017,310
02/19/2017,326
02/20/2017,407
02/21/2017,396
02/22/2017,337
02/23/2017,337
02/24/2017,325
02/25/2017,330
02/26/2017,316
02/27/2017,414
02/28/2017,371
03/01/2017,352
03/02/2017,351
03/03/2017,331
03/04/2017,340
03/05/2017,323
03/06/2017,376
03/07/2017,362
03/08/2017,370
03/09/2017,350
03/10/2017,350
03/11/2017,332
03/12/2017,331
03/13/2017,412
03/14/2017,380
03/15/2017,352
03/16/2017,324
03/17/2017,354
03/18/2017,319
03/19/2017,340
03/20/2017,403
03/21/2017,349
03/22/2017,355
03/23/2017,368
03/24/2017,342
03/25/2017,340
03/26/2017,365
03/27/2017,421
03/28/2017,341
03/29/2017,343
03/30/2017,337
03/31/2017,340
04/01/2017,337
04/02/2017,315
04/03/2017,398
04/04/2017,345
04/05/2017,331
04/06/2017,359
04/07/2017,362
04/08/2017,329
04/09/2017,330
04/10/2017,398
04/11/2017,371
04/12/2017,362
04/13/2017,296
04/14/2017,299
04/15/2017,355
04/16/2017,359
04/17/2017,384
04/18/2017,365
04/19/2017,352
04/20/2017,346
04/21/2017,332
04/22/2017,363
04/23/2017,364
04/24/2017,402
04/25/2017,339
04/26/2017,346
04/27/2017,337
04/28/2017,341
04/29/2017,336
04/30/2017,327
05/01/2017,359
05/02/2017,406
05/03/2017,334
05/04/2017,331
05/05/2017,386
05/06/2017,341
05/07/2017,345
05/08/2017,406
05/09/2017,398
05/10/2017,354
05/11/2017,378
05/12/2017,361
05/13/2017,350
05/14/2017,348
05/15/2017,434
05/16/2017,406
05/17/2017,386
05/18/2017,350
05/19/2017,352
05/20/2017,380
05/21/2017,351
05/22/2017,445
05/23/2017,397
05/24/2017,384
05/25/2017,374
05/26/2017,369
05/27/2017,353
05/28/2017,378
05/29/2017,440
05/30/2017,348
05/31/2017,322
06/01/2017,366
06/02/2017,352
06/03/2017,354
06/04/2017,337
06/05/2017,438
06/06/2017,373
06/07/2017,376
06/08/2017,373
06/09/2017,337
06/10/2017,366
06/11/2017,320
06/12/2017,409
06/13/2017,392
06/14/2017,336
06/15/2017,365
06/16/2017,356
06/17/2017,334
06/18/2017,302
06/19/2017,378
06/20/2017,370
06/21/2017,332
06/22/2017,369
06/23/2017,349
06/24/2017,333
06/25/2017,321
06/26/2017,356
06/27/2017,399
06/28/2017,375
06/29/2017,371
06/30/2017,384
07/01/2017,353
07/02/2017,354
07/03/2017,418
07/04/2017,355
07/05/2017,335
07/06/2017,324
07/07/2017,348
07/08/2017,325
07/09/2017,287
07/10/2017,422
07/11/2017,380
07/12/2017,342
07/13/2017,384
07/14/2017,307
07/15/2017,338
07/16/2017,348
07/17/2017,401
07/18/2017,385
07/19/2017,364
07/20/2017,348
07/21/2017,355
07/22/2017,329
07/23/2017,328
07/24/2017,408
07/25/2017,381
07/26/2017,353
07/27/2017,350
07/28/2017,348
07/29/2017,366
07/30/2017,350
07/31/2017,392
08/01/2017,345
08/02/2017,344
08/03/2017,360
08/04/2017,346
08/05/2017,310
08/06/2017,349
08/07/2017,398
08/08/2017,369
08/09/2017,324
08/10/2017,405
08/11/2017,334
08/12/2017,334
08/13/2017,315
08/14/2017,423
08/15/2017,370
08/16/2017,358
08/17/2017,354
08/18/2017,351
08/19/2017,320
08/20/2017,328
08/21/2017,397
08/22/2017,343
08/23/2017,346
08/24/2017,319
08/25/2017,347
08/26/2017,337
08/27/2017,333
08/28/2017,401
08/29/2017,333
08/30/2017,336
08/31/2017,338
09/01/2017,284
09/02/2017,330
09/03/2017,318
09/04/2017,381
09/05/2017,334
09/06/2017,327
09/07/2017,346
09/08/2017,344
09/09/2017,344
09/10/2017,362
09/11/2017,374
09/12/2017,378
09/13/2017,363
09/14/2017,335
09/15/2017,331
09/16/2017,305
09/17/2017,319
09/18/2017,372
09/19/2017,337
09/20/2017,330
09/21/2017,322
09/22/2017,334
09/23/2017,344
09/24/2017,305
09/25/2017,378
09/26/2017,352
09/27/2017,346
09/28/2017,349
09/29/2017,318
09/30/2017,321
10/01/2017,339
10/02/2017,379
10/03/2017,378
10/04/2017,315
10/05/2017,362
10/06/2017,365
10/07/2017,324
10/08/2017,292
10/09/2017,431
10/10/2017,354
10/11/2017,340
10/12/2017,327
10/13/2017,352
10/14/2017,354
10/15/2017,336
10/16/2017,402
10/17/2017,322
10/18/2017,333
10/19/2017,351
10/20/2017,330
10/21/2017,338
10/22/2017,334
10/23/2017,398
10/24/2017,346
10/25/2017,350
10/26/2017,337
10/27/2017,329
10/28/2017,330
10/29/2017,322
10/30/2017,368
10/31/2017,357
11/01/2017,350
11/02/2017,362
11/03/2017,333
11/04/2017,321
11/05/2017,309
11/06/2017,419
11/07/2017,344
11/08/2017,308
11/09/2017,330
11/10/2017,327
11/11/2017,342
11/12/2017,332
11/13/2017,417
11/14/2017,347
11/15/2017,329
11/16/2017,326
11/17/2017,340
11/18/2017,306
11/19/2017,352
11/20/2017,398
11/21/2017,361
11/22/2017,317
11/23/2017,330
11/24/2017,344
11/25/2017,302
11/26/2017,336
11/27/2017,397
11/28/2017,348
11/29/2017,344
11/30/2017,355
12/01/2017,329
12/02/2017,313
12/03/2017,318
12/04/2017,412
12/05/2017,349
12/06/2017,335
12/07/2017,346
12/08/2017,342
12/09/2017,337
12/10/2017,304
12/11/2017,365
12/12/2017,321
12/13/2017,347
12/14/2017,333
12/15/2017,322
12/16/2017,307
12/17/2017,314
12/18/2017,397
12/19/2017,365
12/20/2017,345
12/21/2017,340
12/22/2017,343
12/23/2017,348
12/24/2017,289
12/25/2017,357
12/26/2017,392
12/27/2017,343
12/28/2017,355
12/29/2017,332
12/30/2017,321
12/31/2017,286
01/01/2018,369
01/02/2018,408
01/03/2018,361
01/04/2018,338
01/05/2018,346
01/06/2018,326
01/07/2018,331
01/08/2018,412
01/09/2018,378
01/10/2018,310
01/11/2018,339
01/12/2018,315
01/13/2018,335
01/14/2018,332
01/15/2018,399
01/16/2018,340
01/17/2018,331
01/18/2018,345
01/19/2018,339
01/20/2018,358
01/21/2018,342
01/22/2018,414
01/23/2018,335
01/24/2018,347
01/25/2018,355
01/26/2018,364
01/27/2018,334
01/28/2018,346
01/29/2018,399
01/30/2018,365
01/31/2018,348
02/01/2018,357
02/02/2018,350
02/03/2018,317
02/04/2018,336
02/05/2018,419
02/06/2018,370
02/07/2018,344
02/08/2018,374
02/09/2018,363
02/10/2018,294
02/11/2018,322
02/12/2018,390
02/13/2018,296
02/14/2018,287
02/15/2018,307
02/16/2018,299
02/17/2018,349
02/18/2018,347
02/19/2018,430
02/20/2018,372
02/21/2018,357
02/22/2018,356
02/23/2018,355
02/24/2018,330
02/25/2018,307
02/26/2018,406
02/27/2018,385
02/28/2018,310
03/01/2018,335
03/02/2018,333
03/03/2018,338
03/04/2018,325
03/05/2018,394
03/06/2018,363
03/07/2018,366
03/08/2018,358
03/09/2018,383
03/10/2018,314
03/11/2018,314
03/12/2018,402
03/13/2018,365
03/14/2018,344
03/15/2018,349
03/16/2018,345
03/17/2018,319
03/18/2018,320
03/19/2018,402
03/20/2018,361
03/21/2018,354
03/22/2018,364
03/23/2018,346
03/24/2018,315
03/25/2018,309
03/26/2018,388
03/27/2018,305
03/28/2018,355
03/29/2018,345
03/30/2018,307
03/31/2018,330
04/01/2018,355
04/02/2018,397
04/03/2018,358
04/04/2018,350
04/05/2018,339
04/06/2018,334
04/07/2018,363
04/08/2018,360
04/09/2018,406
04/10/2018,368
04/11/2018,358
04/12/2018,341
04/13/2018,329
04/14/2018,313
04/15/2018,324
04/16/2018,409
04/17/2018,374
04/18/2018,351
04/19/2018,350
04/20/2018,346
04/21/2018,286
04/22/2018,321
04/23/2018,380
04/24/2018,363
04/25/2018,376
04/26/2018,319
04/27/2018,327
04/28/2018,344
04/29/2018,302
04/30/2018,428
05/01/2018,312
05/02/2018,389
05/03/2018,317
05/04/2018,333
05/05/2018,338
05/06/2018,326
05/07/2018,430
05/08/2018,372
05/09/2018,329
05/10/2018,355
05/11/2018,323
05/12/2018,333
05/13/2018,313
05/14/2018,396
05/15/2018,335
05/16/2018,303
05/17/2018,333
05/18/2018,356
05/19/2018,305
05/20/2018,322
05/21/2018,376
05/22/2018,384
05/23/2018,328
05/24/2018,336
05/25/2018,340
05/26/2018,303
05/27/2018,294
05/28/2018,382
05/29/2018,328
05/30/2018,368
05/31/2018,328
06/01/2018,313
06/02/2018,342
06/03/2018,363
06/04/2018,393
06/05/2018,381
06/06/2018,337
06/07/2018,339
06/08/2018,358
06/09/2018,321
06/10/2018,273
06/11/2018,375
06/12/2018,374
06/13/2018,346
06/14/2018,347
06/15/2018,246
06/16/2018,335
06/17/2018,299
06/18/2018,413
06/19/2018,354
06/20/2018,347
06/21/2018,342
06/22/2018,335
06/23/2018,318
06/24/2018,322
06/25/2018,399
06/26/2018,328
06/27/2018,312
06/28/2018,333
06/29/2018,289
06/30/2018,335
07/01/2018,329
07/02/2018,393
07/03/2018,391
07/04/2018,350
